"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.878739912E1,-1.280160099E-1,-1.100698411E-1,9.887741089E0,9.889182338E0
2.878990495E1,-1.088734269E-1,-7.178468257E-2,9.906884193E0,9.907742472E0
2.879241109E1,-1.328016520E-1,-1.244267747E-1,9.926026344E0,9.927694460E0
2.879492974E1,-1.088734269E-1,-1.244267747E-1,9.916455269E0,9.917833460E0
2.879743589E1,-1.088734269E-1,-1.196411327E-1,9.945169449E0,9.946484946E0
2.879994198E1,-1.136590764E-1,-1.100698411E-1,9.897313118E0,9.898577712E0
2.880244807E1,-9.930214286E-2,-1.244267747E-1,9.911669731E0,9.912948088E0
2.880495422E1,-9.451649338E-2,-8.614161611E-2,9.954740524E0,9.955561895E0
2.880746031E1,-9.930214286E-2,-9.092725813E-2,9.954740524E0,9.955651038E0
2.880996646E1,-1.280160099E-1,-9.092725813E-2,9.964311600E0,9.965548732E0
2.881247260E1,-1.184447184E-1,-1.196411327E-1,9.916455269E0,9.917884263E0
2.881497948E1,-5.623133108E-2,-1.339980662E-1,9.921240807E0,9.922305004E0
2.881751083E1,-1.088734269E-1,-1.052841991E-1,9.911669731E0,9.912826794E0
2.882001771E1,-1.184447184E-1,-9.571290761E-2,9.983454704E0,9.984616064E0
2.882252453E1,-9.451649338E-2,-1.196411327E-1,9.926026344E0,9.927197306E0
2.882503135E1,-9.451649338E-2,-1.004985496E-1,9.916455269E0,9.917414906E0
2.882753823E1,-1.088734269E-1,-1.531406492E-1,9.945169449E0,9.946944297E0
2.883004505E1,-1.232303679E-1,-1.052841991E-1,9.916455269E0,9.917779771E0
2.883255125E1,-1.088734269E-1,-1.004985496E-1,9.954740524E0,9.955843123E0
2.883503141E1,-1.375873089E-1,-1.339980662E-1,9.935597420E0,9.937453489E0
2.883753760E1,-1.136590764E-1,-9.092725813E-2,9.949954987E0,9.951019565E0
2.884004385E1,-1.184447184E-1,-1.435693651E-1,9.945169449E0,9.946910911E0
2.884255005E1,-8.973085135E-2,-1.292124242E-1,9.873384476E0,9.874637638E0
2.884505625E1,-1.136590764E-1,-1.148554832E-1,9.930811882E0,9.932126399E0
2.884756250E1,-7.058826834E-2,-1.004985496E-1,9.906884193E0,9.907645385E0
2.885006870E1,-7.058826834E-2,-1.148554832E-1,9.940383911E0,9.941298043E0
2.885257495E1,-6.580262631E-2,-1.148554832E-1,9.964311600E0,9.965190787E0
2.885508052E1,-8.015955985E-2,-1.196411327E-1,9.911669731E0,9.912715895E0
2.885757568E1,-8.973085135E-2,-1.387837082E-1,9.921240807E0,9.922617179E0
2.886007083E1,-9.930214286E-2,-1.339980662E-1,9.930811882E0,9.932212293E0
2.886257641E1,-9.930214286E-2,-1.435693651E-1,9.935597420E0,9.937130832E0
2.886508203E1,-9.930214286E-2,-1.196411327E-1,9.949954987E0,9.951169738E0
2.886758760E1,-1.280160099E-1,-7.657032460E-2,9.926026344E0,9.927147128E0
2.887009323E1,-8.494520187E-2,-1.244267747E-1,9.916455269E0,9.917599650E0
2.887264323E1,-1.136590764E-1,-1.004985496E-1,9.945169449E0,9.946326644E0
2.887519323E1,-1.184447184E-1,-1.292124242E-1,9.940383911E0,9.941929255E0
2.887774323E1,-8.494520187E-2,-1.292124242E-1,9.930811882E0,9.932015716E0
2.888025240E1,-1.088734269E-1,-1.100698411E-1,9.940383911E0,9.941589465E0
2.888278167E1,-8.973085135E-2,-1.244267747E-1,9.916455269E0,9.917641794E0
2.888529083E1,-1.088734269E-1,-1.339980662E-1,9.921240807E0,9.922742970E0
2.888780000E1,-9.451649338E-2,-1.004985496E-1,9.906884193E0,9.907844758E0
2.889030917E1,-8.015955985E-2,-1.052841991E-1,9.940383911E0,9.941264639E0
2.889281833E1,-1.423729509E-1,-1.292124242E-1,9.897313118E0,9.899180414E0
2.889532755E1,-1.519442350E-1,-1.052841991E-1,9.926026344E0,9.927747519E0
2.889783578E1,-1.280160099E-1,-1.196411327E-1,9.945169449E0,9.946712898E0
2.890030292E1,-8.015955985E-2,-1.052841991E-1,9.949954987E0,9.950834867E0
2.890281115E1,-1.280160099E-1,-1.052841991E-1,9.916455269E0,9.917840388E0
2.890531932E1,-1.040877849E-1,-1.339980662E-1,9.926026344E0,9.927476454E0
2.890782750E1,-8.973085135E-2,-9.571290761E-2,9.921240807E0,9.922108230E0
2.891033573E1,-1.232303679E-1,-1.148554832E-1,9.882955551E0,9.884391126E0
2.891284391E1,-8.973085135E-2,-1.196411327E-1,9.935597420E0,9.936722886E0
2.891535214E1,-1.758724600E-1,-1.004985496E-1,9.940383911E0,9.942447555E0
2.891786037E1,-7.058826834E-2,-1.148554832E-1,9.940383911E0,9.941298043E0
2.892031037E1,-9.930214286E-2,-1.292124242E-1,9.921240807E0,9.922579096E0
2.892276037E1,-1.280160099E-1,-1.004985496E-1,9.902098656E0,9.903436063E0
2.892524573E1,-1.328016520E-1,-1.339980662E-1,9.916455269E0,9.918249687E0
2.892773115E1,-8.015955985E-2,-1.244267747E-1,9.926026344E0,9.927129825E0
2.893021651E1,-1.136590764E-1,-8.614161611E-2,9.902098656E0,9.903125595E0
2.893272000E1,-9.451649338E-2,-1.244267747E-1,9.921240807E0,9.922471191E0
2.893522349E1,-1.232303679E-1,-1.387837082E-1,9.983454704E0,9.985179742E0
2.893777349E1,-1.375873089E-1,-1.387837082E-1,9.926026344E0,9.927949948E0
2.894032349E1,-8.015955985E-2,-1.196411327E-1,9.921240807E0,9.922285961E0
2.894286182E1,-8.973085135E-2,-1.387837082E-1,9.926026344E0,9.927402053E0
2.894540021E1,-1.232303679E-1,-9.092725813E-2,9.935597420E0,9.936777625E0
2.894793854E1,-7.537391037E-2,-1.244267747E-1,9.906884193E0,9.907952244E0
2.895044646E1,-7.058826834E-2,-1.244267747E-1,9.940383911E0,9.941413231E0
2.895295438E1,-1.136590764E-1,-1.196411327E-1,9.921240807E0,9.922613140E0
2.895546229E1,-1.280160099E-1,-1.244267747E-1,9.916455269E0,9.918062070E0
2.895797026E1,-6.101697683E-2,-1.004985496E-1,9.949954987E0,9.950649590E0
2.896042026E1,-8.494520187E-2,-8.135596663E-2,9.954740524E0,9.955435369E0
2.896287026E1,-8.973085135E-2,-8.614161611E-2,9.930811882E0,9.931590841E0
2.896532026E1,-1.136590764E-1,-8.135596663E-2,9.926026344E0,9.927010435E0
2.896782328E1,-1.232303679E-1,-1.004985496E-1,9.926026344E0,9.927299969E0
2.897031417E1,-9.930214286E-2,-1.435693651E-1,9.906884193E0,9.908422049E0
2.897281719E1,-1.280160099E-1,-1.148554832E-1,9.897313118E0,9.898807344E0
2.897532021E1,-9.930214286E-2,-1.052841991E-1,9.930811882E0,9.931866406E0
2.897782412E1,-9.930214286E-2,-1.100698411E-1,9.916455269E0,9.917563279E0
2.898034583E1,-1.088734269E-1,-1.339980662E-1,9.945169449E0,9.946667998E0
2.898286755E1,-9.930214286E-2,-1.244267747E-1,9.911669731E0,9.912948088E0
2.898537146E1,-1.232303679E-1,-1.387837082E-1,9.959526062E0,9.961255243E0
2.898787526E1,-9.930214286E-2,-1.004985496E-1,9.935597420E0,9.936601882E0
2.899037917E1,-9.930214286E-2,-1.100698411E-1,9.921240807E0,9.922348282E0
2.899288307E1,-1.375873089E-1,-1.148554832E-1,9.916455269E0,9.918074770E0
2.899538698E1,-6.580262631E-2,-9.092725813E-2,9.906884193E0,9.907519981E0
2.899789088E1,-1.088734269E-1,-1.244267747E-1,9.911669731E0,9.913048588E0
2.900039474E1,-1.184447184E-1,-1.052841991E-1,9.906884193E0,9.908151610E0
2.900289828E1,-1.136590764E-1,-1.052841991E-1,9.892526627E0,9.893739748E0
2.900538958E1,-1.040877849E-1,-1.579262912E-1,9.926026344E0,9.927828260E0
2.900789313E1,-9.451649338E-2,-9.092725813E-2,9.935597420E0,9.936463014E0
2.901039662E1,-1.184447184E-1,-1.148554832E-1,9.930811882E0,9.932182317E0
2.901290016E1,-1.088734269E-1,-1.004985496E-1,9.935597420E0,9.936702142E0
2.901540370E1,-1.232303679E-1,-1.004985496E-1,9.954740524E0,9.956010475E0
2.901795370E1,-1.567298770E-1,-1.148554832E-1,9.911669731E0,9.913574174E0
2.902050370E1,-1.088734269E-1,-1.339980662E-1,9.940383911E0,9.941883182E0
2.902305370E1,-8.015955985E-2,-1.292124242E-1,9.940383911E0,9.941546847E0
2.902559552E1,-8.494520187E-2,-1.148554832E-1,9.926026344E0,9.927054269E0
2.902813729E1,-1.088734269E-1,-1.387837082E-1,9.916455269E0,9.918023969E0
2.903064573E1,-1.232303679E-1,-1.052841991E-1,9.930811882E0,9.932134470E0
2.903315417E1,-9.451649338E-2,-8.614161611E-2,9.930811882E0,9.931635232E0
2.903566260E1,-9.930214286E-2,-1.244267747E-1,9.921240807E0,9.922517930E0
2.903817104E1,-1.088734269E-1,-9.571290761E-2,9.916455269E0,9.917514784E0
2.904067953E1,-1.232303679E-1,-8.614161611E-2,9.916455269E0,9.917595031E0
2.904312953E1,-9.930214286E-2,-1.148554832E-1,9.921240807E0,9.922402524E0
2.904557953E1,-1.328016520E-1,-9.571290761E-2,9.921240807E0,9.922591213E0
2.904802953E1,-1.232303679E-1,-1.100698411E-1,9.921240807E0,9.922616602E0
2.905053266E1,-1.136590764E-1,-8.135596663E-2,9.949954987E0,9.950936710E0
2.905300141E1,-8.494520187E-2,-8.614161611E-2,9.906884193E0,9.907622847E0
2.905550453E1,-1.232303679E-1,-1.292124242E-1,9.930811882E0,9.932416937E0
2.905800766E1,-8.973085135E-2,-1.052841991E-1,9.935597420E0,9.936560395E0
2.906051188E1,-1.232303679E-1,-1.100698411E-1,9.935597420E0,9.936971228E0
2.906305010E1,-8.973085135E-2,-1.579262912E-1,9.902098656E0,9.903764442E0
2.906555432E1,-6.580262631E-2,-1.196411327E-1,9.921240807E0,9.922180362E0
2.906805854E1,-1.136590764E-1,-1.196411327E-1,9.906884193E0,9.908258515E0
2.907056276E1,-1.232303679E-1,-1.100698411E-1,9.935597420E0,9.936971228E0
2.907306703E1,-8.973085135E-2,-1.292124242E-1,9.935597420E0,9.936842736E0
2.907557125E1,-9.451649338E-2,-1.244267747E-1,9.916455269E0,9.917686247E0
2.907807505E1,-1.040877849E-1,-1.387837082E-1,9.940383911E0,9.941897580E0
2.908056120E1,-1.088734269E-1,-9.092725813E-2,9.940383911E0,9.941395953E0
2.908306500E1,-1.328016520E-1,-1.052841991E-1,9.926026344E0,9.927472993E0
2.908556880E1,-1.088734269E-1,-8.135596663E-2,9.916455269E0,9.917386617E0
2.908807260E1,-1.136590764E-1,-6.699903309E-2,9.906884193E0,9.907762698E0
2.909057641E1,-8.494520187E-2,-1.292124242E-1,9.969097137E0,9.970296348E0
2.909308016E1,-9.930214286E-2,-1.244267747E-1,9.882955551E0,9.884237622E0
2.909558396E1,-7.537391037E-2,-9.092725813E-2,9.935597420E0,9.936299365E0
2.909808771E1,-1.088734269E-1,-1.196411327E-1,9.916455269E0,9.917774575E0
2.910062302E1,-1.088734269E-1,-1.052841991E-1,9.930811882E0,9.931966715E0
2.910315833E1,-1.136590764E-1,-1.244267747E-1,9.940383911E0,9.941812345E0
2.910566391E1,-7.537391037E-2,-1.100698411E-1,9.916455269E0,9.917352555E0
2.910816948E1,-9.451649338E-2,-1.052841991E-1,9.878170013E0,9.879183212E0
2.911067500E1,-8.973085135E-2,-1.435693651E-1,9.949954987E0,9.951395280E0
2.911318057E1,-1.328016520E-1,-1.339980662E-1,9.892526627E0,9.894325385E0
2.911568615E1,-1.136590764E-1,-8.614161611E-2,9.935597420E0,9.936620897E0
2.911819162E1,-1.328016520E-1,-1.244267747E-1,9.940383911E0,9.942049618E0
2.912069328E1,-4.666004330E-2,-1.292124242E-1,9.959526062E0,9.960473502E0
2.912319875E1,-1.423729509E-1,-1.100698411E-1,9.902098656E0,9.903733802E0
2.912570412E1,-1.040877849E-1,-1.387837082E-1,9.930811882E0,9.932327009E0
2.912820958E1,-1.136590764E-1,-9.571290761E-2,9.935597420E0,9.936708481E0
2.913071500E1,-1.088734269E-1,-8.614161611E-2,9.954740524E0,9.955708549E0
2.913322109E1,-1.136590764E-1,-1.052841991E-1,9.892526627E0,9.893739748E0
2.913573693E1,-9.451649338E-2,-1.052841991E-1,9.916455269E0,9.917464556E0
2.913825271E1,-1.136590764E-1,-1.196411327E-1,9.940383911E0,9.941753602E0
2.914075880E1,-1.136590764E-1,-7.657032460E-2,9.916455269E0,9.917402205E0
2.914326490E1,-9.451649338E-2,-1.196411327E-1,9.926026344E0,9.927197306E0
2.914577099E1,-8.494520187E-2,-1.004985496E-1,9.916455269E0,9.917328307E0
2.914827703E1,-5.144568533E-2,-1.148554832E-1,9.911669731E0,9.912468678E0
2.915078338E1,-9.930214286E-2,-1.148554832E-1,9.916455269E0,9.917617546E0
2.915329526E1,-7.058826834E-2,-1.292124242E-1,9.930811882E0,9.931903301E0
2.915580708E1,-1.280160099E-1,-9.571290761E-2,9.940383911E0,9.941668942E0
2.915831344E1,-8.973085135E-2,-1.004985496E-1,9.954740524E0,9.955652188E0
2.916081974E1,-8.973085135E-2,-1.387837082E-1,9.949954987E0,9.951327388E0
2.916332609E1,-1.184447184E-1,-1.148554832E-1,9.911669731E0,9.913042812E0
2.916583240E1,-8.494520187E-2,-1.435693651E-1,9.921240807E0,9.922643145E0
2.916833875E1,-1.184447184E-1,-8.614161611E-2,9.906884193E0,9.907966691E0
2.917084510E1,-1.232303679E-1,-1.148554832E-1,9.906884193E0,9.908316301E0
2.917335146E1,-5.623133108E-2,-1.292124242E-1,9.949954987E0,9.950952821E0
2.917585734E1,-8.494520187E-2,-1.052841991E-1,9.911669731E0,9.912592865E0
2.917834740E1,-8.015955985E-2,-9.571290761E-2,9.930811882E0,9.931596606E0
2.918085328E1,-1.136590764E-1,-8.135596663E-2,9.916455269E0,9.917440309E0
2.918335922E1,-8.973085135E-2,-1.244267747E-1,9.902098656E0,9.903286901E0
2.918586510E1,-9.451649338E-2,-1.004985496E-1,9.926026344E0,9.926985057E0
2.918837099E1,-1.040877849E-1,-1.004985496E-1,9.921240807E0,9.922295771E0
2.919087745E1,-8.973085135E-2,-1.052841991E-1,9.954740524E0,9.955701648E0
2.919340536E1,-6.101697683E-2,-1.100698411E-1,9.906884193E0,9.907683527E0
2.919591182E1,-1.136590764E-1,-1.052841991E-1,9.902098656E0,9.903310605E0
2.919841823E1,-1.136590764E-1,-1.004985496E-1,9.949954987E0,9.951111625E0
2.920092464E1,-1.232303679E-1,-1.052841991E-1,9.926026344E0,9.927349569E0
2.920343109E1,-1.184447184E-1,-1.244267747E-1,9.954740524E0,9.956222681E0
2.920593750E1,-1.040877849E-1,-1.196411327E-1,9.935597420E0,9.936862903E0
2.920844396E1,-1.088734269E-1,-9.092725813E-2,9.964311600E0,9.965321211E0
2.921095042E1,-7.537391037E-2,-9.571290761E-2,9.940383911E0,9.941130443E0
2.921345682E1,-1.232303679E-1,-7.178468257E-2,9.926026344E0,9.927050808E0
2.921596271E1,-1.088734269E-1,-1.100698411E-1,9.916455269E0,9.917663732E0
2.921844953E1,-8.973085135E-2,-1.244267747E-1,9.921240807E0,9.922426759E0
2.922095542E1,-1.136590764E-1,-1.052841991E-1,9.926026344E0,9.927235372E0
2.922346130E1,-1.136590764E-1,-9.571290761E-2,9.935597420E0,9.936708481E0
2.922596719E1,-1.328016520E-1,-1.435693651E-1,9.930811882E0,9.932737441E0
2.922847307E1,-9.451649338E-2,-1.244267747E-1,9.940383911E0,9.941611926E0
2.923097927E1,-1.088734269E-1,-1.435693651E-1,9.930811882E0,9.932446336E0
2.923349193E1,-1.136590764E-1,-1.052841991E-1,9.921240807E0,9.922450418E0
2.923600453E1,-1.232303679E-1,-1.100698411E-1,9.945169449E0,9.946541935E0
2.923851073E1,-1.280160099E-1,-1.148554832E-1,9.945169449E0,9.946656486E0
2.924101693E1,-9.930214286E-2,-1.435693651E-1,9.959526062E0,9.961055790E0
2.924352313E1,-1.088734269E-1,-1.100698411E-1,9.892526627E0,9.893738012E0
2.924602932E1,-9.930214286E-2,-1.100698411E-1,9.916455269E0,9.917563279E0
2.924853552E1,-8.494520187E-2,-1.148554832E-1,9.935597420E0,9.936624354E0
2.925104177E1,-8.973085135E-2,-9.571290761E-2,9.892526627E0,9.893396568E0
2.925354797E1,-1.232303679E-1,-1.387837082E-1,9.954740524E0,9.956470537E0
2.925605453E1,-8.973085135E-2,-1.196411327E-1,9.911669731E0,9.912797914E0
2.925857318E1,-8.015955985E-2,-8.614161611E-2,9.926026344E0,9.926723776E0
2.926107974E1,-9.451649338E-2,-1.196411327E-1,9.930811882E0,9.931982280E0
2.926358635E1,-8.973085135E-2,-1.339980662E-1,9.897313118E0,9.898626878E0
2.926609292E1,-9.451649338E-2,-1.244267747E-1,9.906884193E0,9.908116360E0
2.926859948E1,-9.930214286E-2,-1.100698411E-1,9.949954987E0,9.951059266E0
2.927110583E1,-1.184447184E-1,-1.339980662E-1,9.916455269E0,9.918067843E0
2.927360922E1,-1.040877849E-1,-1.004985496E-1,9.897313118E0,9.898370633E0
2.927611255E1,-8.015955985E-2,-1.052841991E-1,9.897313118E0,9.898197678E0
2.927861891E1,-8.494520187E-2,-8.614161611E-2,9.921240807E0,9.921978392E0
2.928112531E1,-6.580262631E-2,-1.100698411E-1,9.954740524E0,9.955566496E0
2.928363167E1,-9.930214286E-2,-1.052841991E-1,9.926026344E0,9.927081377E0
2.928613802E1,-1.088734269E-1,-1.387837082E-1,9.940383911E0,9.941948835E0
2.928868802E1,-8.494520187E-2,-1.339980662E-1,9.949954987E0,9.951219795E0
2.929123802E1,-1.088734269E-1,-1.100698411E-1,9.921240807E0,9.922448686E0
2.929378802E1,-8.973085135E-2,-1.244267747E-1,9.954740524E0,9.955922486E0
2.929632854E1,-1.184447184E-1,-8.135596663E-2,9.916455269E0,9.917496309E0
2.929886906E1,-1.136590764E-1,-1.292124242E-1,9.926026344E0,9.927517979E0
2.930137984E1,-1.088734269E-1,-9.571290761E-2,9.882955551E0,9.884018657E0
2.930389068E1,-9.451649338E-2,-9.092725813E-2,9.949954987E0,9.950819332E0
2.930640146E1,-1.040877849E-1,-1.387837082E-1,9.921240807E0,9.922757395E0
2.930891224E1,-1.136590764E-1,-1.100698411E-1,9.935597420E0,9.936857141E0
2.931136224E1,-9.930214286E-2,-1.100698411E-1,9.911669731E0,9.912778276E0
2.931381224E1,-1.088734269E-1,-1.052841991E-1,9.911669731E0,9.912826794E0
2.931626224E1,-9.930214286E-2,-1.196411327E-1,9.926026344E0,9.927244024E0
2.931876854E1,-8.015955985E-2,-9.092725813E-2,9.921240807E0,9.921981277E0
2.932125260E1,-1.375873089E-1,-1.292124242E-1,9.935597420E0,9.937390110E0
2.932375891E1,-1.088734269E-1,-1.148554832E-1,9.973882675E0,9.975138136E0
2.932626521E1,-1.280160099E-1,-1.339980662E-1,9.935597420E0,9.937325579E0
2.932877146E1,-9.930214286E-2,-9.092725813E-2,9.945169449E0,9.946080839E0
2.933127776E1,-1.088734269E-1,-1.292124242E-1,9.945169449E0,9.946604679E0
2.933378401E1,-5.623133108E-2,-1.292124242E-1,9.949954987E0,9.950952821E0
2.933629021E1,-9.451649338E-2,-1.196411327E-1,9.930811882E0,9.931982280E0
2.933879354E1,-1.375873089E-1,-8.614161611E-2,9.926026344E0,9.927353607E0
2.934129974E1,-9.451649338E-2,-1.531406492E-1,9.906884193E0,9.908518550E0
2.934380589E1,-9.451649338E-2,-1.100698411E-1,9.878170013E0,9.879235373E0
2.934631208E1,-1.280160099E-1,-9.092725813E-2,9.964311600E0,9.965548732E0
2.934881823E1,-7.537391037E-2,-1.100698411E-1,9.873384476E0,9.874285676E0
2.935132474E1,-1.184447184E-1,-1.004985496E-1,9.940383911E0,9.941597528E0
2.935383787E1,-1.136590764E-1,-1.339980662E-1,9.940383911E0,9.941936741E0
2.935635099E1,-1.232303679E-1,-9.571290761E-2,9.906884193E0,9.908112893E0
2.935885750E1,-9.930214286E-2,-9.571290761E-2,9.882955551E0,9.883917862E0
2.936136401E1,-1.040877849E-1,-1.052841991E-1,9.940383911E0,9.941486374E0
2.936387052E1,-8.973085135E-2,-1.387837082E-1,9.921240807E0,9.922617179E0
2.936637708E1,-1.136590764E-1,-9.092725813E-2,9.882955551E0,9.884027346E0
2.936888359E1,-1.184447184E-1,-1.004985496E-1,9.921240807E0,9.922456765E0
2.937139016E1,-9.451649338E-2,-1.196411327E-1,9.906884193E0,9.908057418E0
2.937389667E1,-8.973085135E-2,-1.052841991E-1,9.906884193E0,9.907849959E0
2.937640214E1,-1.040877849E-1,-9.571290761E-2,9.959526062E0,9.960529836E0
2.937887177E1,-8.973085135E-2,-9.092725813E-2,9.930811882E0,9.931633503E0
2.938137724E1,-8.973085135E-2,-1.052841991E-1,9.949954987E0,9.950916572E0
2.938388266E1,-1.184447184E-1,-9.571290761E-2,9.906884193E0,9.908054528E0
2.938638813E1,-9.451649338E-2,-1.052841991E-1,9.935597420E0,9.936604763E0
2.938889365E1,-8.015955985E-2,-1.244267747E-1,9.916455269E0,9.917559815E0
2.939139912E1,-1.232303679E-1,-8.135596663E-2,9.930811882E0,9.931909643E0
2.939390573E1,-8.015955985E-2,-1.244267747E-1,9.878170013E0,9.879278840E0
2.939645901E1,-7.537391037E-2,-1.244267747E-1,9.911669731E0,9.912737266E0
2.939896563E1,-1.232303679E-1,-8.614161611E-2,9.916455269E0,9.917595031E0
2.940147219E1,-8.973085135E-2,-1.292124242E-1,9.926026344E0,9.927272861E0
2.940397880E1,-8.494520187E-2,-1.148554832E-1,9.959526062E0,9.960550529E0
2.940648547E1,-7.537391037E-2,-1.244267747E-1,9.926026344E0,9.927092335E0
2.940899214E1,-9.930214286E-2,-1.387837082E-1,9.911669731E0,9.913138690E0
2.941149875E1,-1.040877849E-1,-1.196411327E-1,9.935597420E0,9.936862903E0
2.941400542E1,-1.088734269E-1,-1.196411327E-1,9.916455269E0,9.917774575E0
2.941651162E1,-1.328016520E-1,-1.148554832E-1,9.906884193E0,9.908439962E0
2.941900354E1,-6.580262631E-2,-1.435693651E-1,9.921240807E0,9.922497734E0
2.942150974E1,-1.040877849E-1,-1.004985496E-1,9.911669731E0,9.912725714E0
2.942401594E1,-8.973085135E-2,-1.196411327E-1,9.906884193E0,9.908012921E0
2.942652214E1,-8.015955985E-2,-1.196411327E-1,9.916455269E0,9.917500928E0
2.942902833E1,-9.451649338E-2,-1.100698411E-1,9.902098656E0,9.903161441E0
2.943153438E1,-9.451649338E-2,-1.148554832E-1,9.921240807E0,9.922355783E0
2.943403745E1,-1.280160099E-1,-1.100698411E-1,9.940383911E0,9.941817528E0
2.943654047E1,-1.040877849E-1,-1.052841991E-1,9.945169449E0,9.946271382E0
2.943904651E1,-1.040877849E-1,-1.339980662E-1,9.906884193E0,9.908337104E0
2.944155255E1,-7.058826834E-2,-9.092725813E-2,9.940383911E0,9.941050386E0
2.944405859E1,-9.930214286E-2,-9.092725813E-2,9.935597420E0,9.936509687E0
2.944656464E1,-1.184447184E-1,-1.148554832E-1,9.911669731E0,9.913042812E0
2.944907068E1,-1.136590764E-1,-1.292124242E-1,9.940383911E0,9.941873392E0
2.945157672E1,-1.184447184E-1,-1.292124242E-1,9.926026344E0,9.927573923E0
2.945408281E1,-8.494520187E-2,-1.100698411E-1,9.969097137E0,9.970066639E0
2.945658922E1,-8.494520187E-2,-1.244267747E-1,9.916455269E0,9.917599650E0
2.945910677E1,-1.423729509E-1,-1.004985496E-1,9.926026344E0,9.927556044E0
2.946161318E1,-1.088734269E-1,-1.196411327E-1,9.906884193E0,9.908204774E0
2.946411948E1,-1.232303679E-1,-1.292124242E-1,9.959526062E0,9.961126490E0
2.946662589E1,-1.184447184E-1,-1.148554832E-1,9.949954987E0,9.951322785E0
2.946913229E1,-1.040877849E-1,-1.100698411E-1,9.935597420E0,9.936752272E0
2.947163870E1,-1.040877849E-1,-1.052841991E-1,9.940383911E0,9.941486374E0
2.947418870E1,-8.973085135E-2,-1.435693651E-1,9.921240807E0,9.922685268E0
2.947673870E1,-9.930214286E-2,-1.148554832E-1,9.940383911E0,9.941543391E0
2.947927083E1,-1.519442350E-1,-1.100698411E-1,9.911669731E0,9.913445379E0
2.948180297E1,-1.232303679E-1,-9.092725813E-2,9.926026344E0,9.927207688E0
2.948433510E1,-1.328016520E-1,-1.052841991E-1,9.911669731E0,9.913118475E0
2.948684510E1,-8.973085135E-2,-1.004985496E-1,9.882955551E0,9.883873836E0
2.948935516E1,-1.088734269E-1,-1.292124242E-1,9.926026344E0,9.927464342E0
2.949186516E1,-1.375873089E-1,-1.292124242E-1,9.911669731E0,9.913466749E0
2.949437521E1,-8.973085135E-2,-8.614161611E-2,9.911669731E0,9.912450195E0
2.949688438E1,-1.040877849E-1,-1.100698411E-1,9.945169449E0,9.946323190E0
2.949935802E1,-7.537391037E-2,-1.148554832E-1,9.892526627E0,9.893480483E0
2.950186719E1,-1.280160099E-1,-1.100698411E-1,9.926026344E0,9.927462035E0
2.950437635E1,-8.973085135E-2,-9.092725813E-2,9.921240807E0,9.922063220E0
2.950688552E1,-1.088734269E-1,-1.196411327E-1,9.930811882E0,9.932129281E0
2.950939469E1,-1.519442350E-1,-1.387837082E-1,9.949954987E0,9.952082807E0
2.951190385E1,-1.232303679E-1,-1.387837082E-1,9.906884193E0,9.908622561E0
2.951441302E1,-1.136590764E-1,-1.100698411E-1,9.945169449E0,9.946427958E0
2.951692219E1,-1.136590764E-1,-1.100698411E-1,9.921240807E0,9.922502351E0
2.951938094E1,-7.537391037E-2,-1.292124242E-1,9.945169449E0,9.946294408E0
2.952183969E1,-9.451649338E-2,-1.292124242E-1,9.935597420E0,9.936887103E0
2.952429838E1,-1.088734269E-1,-9.571290761E-2,9.926026344E0,9.927084838E0
2.952680349E1,-8.015955985E-2,-1.339980662E-1,9.935597420E0,9.936824298E0
2.952930865E1,-1.088734269E-1,-1.292124242E-1,9.964311600E0,9.965744073E0
2.953181375E1,-9.930214286E-2,-1.244267747E-1,9.916455269E0,9.917733009E0
2.953431891E1,-1.184447184E-1,-1.292124242E-1,9.916455269E0,9.918004341E0
2.953686891E1,-1.088734269E-1,-1.004985496E-1,9.973882675E0,9.974983158E0
2.953941891E1,-1.232303679E-1,-1.339980662E-1,9.945169449E0,9.946835505E0
2.954196891E1,-9.930214286E-2,-8.135596663E-2,9.911669731E0,9.912501025E0
2.954447781E1,-5.623133108E-2,-1.148554832E-1,9.945169449E0,9.945991610E0
2.954701266E1,-9.451649338E-2,-1.052841991E-1,9.921240807E0,9.922249607E0
2.954952156E1,-9.930214286E-2,-1.435693651E-1,9.954740524E0,9.956270988E0
2.955203052E1,-1.088734269E-1,-1.100698411E-1,9.926026344E0,9.927233642E0
2.955453943E1,-9.451649338E-2,-1.435693651E-1,9.930811882E0,9.932299339E0
2.955704838E1,-9.930214286E-2,-1.004985496E-1,9.945169449E0,9.946172944E0
2.955955729E1,-8.973085135E-2,-9.092725813E-2,9.921240807E0,9.922063220E0
2.956200729E1,-1.040877849E-1,-1.052841991E-1,9.921240807E0,9.922345397E0
2.956445729E1,-1.088734269E-1,-1.148554832E-1,9.911669731E0,9.912933071E0
2.956692838E1,-9.451649338E-2,-1.387837082E-1,9.973882675E0,9.975295981E0
2.956939948E1,-9.451649338E-2,-8.614161611E-2,9.935597420E0,9.936420373E0
2.957190344E1,-9.930214286E-2,-9.571290761E-2,9.930811882E0,9.931769556E0
2.957440740E1,-9.930214286E-2,-1.292124242E-1,9.949954987E0,9.951289414E0
2.957691135E1,-1.136590764E-1,-1.148554832E-1,9.940383911E0,9.941697162E0
